id,Secteur,Poste,Entreprise,Ville,Date_de_publication,Contrat,Experience,Niveau_etude,Lien
8251944,IT,JAVA Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/java-developer-mf-8251944
8251945,IT,JAVA JEE Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/java-jee-developer-mf-8251945
8251946,IT,JAVASCRIPT Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/javascript-developer-mf-8251946
8251947,IT,KOTLIN Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/kotlin-developer-mf-8251947
8251948,IT,LARAVEL Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/laravel-developer-mf-8251948
8251949,IT,NODE.JS Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/nodejs-developer-mf-8251949
8251950,IT,OBJECTIVE-C Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/objective-c-developer-mf-8251950
8251951,IT,PHP Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/php-developer-mf-8251951
8251952,IT,PYTHON Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/python-developer-mf-8251952
8251953,IT,QA Tester (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/qa-tester-mf-8251953
8251954,IT,REACT Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/react-developer-mf-8251954
8251955,IT,RUBY ON RAILS Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/ruby-on-rails-developer-mf-8251955
8251956,IT,SWIFT Developer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/swift-developer-mf-8251956
8251957,IT,Test and Validation Engineer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/test-validation-engineer-mf-8251957
8251958,IT,Test Automation Engineer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/test-automation-engineer-mf-8251958
8251959,IT,UX / UI Designer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/ux-ui-designer-mf-8251959
8251960,IT,AWS Cloud Architect (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/aws-cloud-architect-mf-8251960
8251961,IT,AWS Solutions Architect (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/aws-solutions-architect-mf-8251961
8251962,IT,AZURE Solutions Architect (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/azure-solutions-architect-mf-8251962
8251963,IT,Cloud Architect (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/cloud-architect-mf-8251963
8251964,IT,Cloud Computing and Virtualization Engineer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/cloud-computing-virtualization-engineer-mf-8251964
8251965,IT,Cloud Engineer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/cloud-engineer-mf-8251965
8251966,IT,Cloud Microservices Architect (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/cloud-microservices-architect-mf-8251966
8251967,IT,Cloud System Administrator (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/cloud-system-administrator-mf-8251967
8251968,IT,Cloud System Integrator (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/cloud-system-integrator-mf-8251968
8251969,IT,Cyber Security Engineer (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/cyber-security-engineer-mf-8251969
8251971,IT,DATASTAGE Architect (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/datastage-architect-mf-8251971
8251972,IT,GENESYS Architect (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/genesys-architect-mf-8251972
8251973,IT,Network Architect (M/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/network-architect-mf-8251973
8251974,IT,DBA IMS/DB2 Z/OS(H/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/dba-imsdb2-zoshf-8251974
8251975,IT,Z/OS System Engineer Senior Storage(H/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/zos-system-engineer-senior-storagehf-8251975
8251976,IT,Ingénieur Système Z/OS Middleware (H/F),AFRICASHORE,N/A,2025-06-04,"CDI, CDD - Freelance",Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/ingenieur-systeme-zos-middleware-hf-8251976
8338269,IT,Consultant SAP ABAP (H/F),AFRICASHORE,N/A,2025-06-04,CDI - Freelance,Expérience entre 2 ans et 5 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/consultant-sap-abap-hf-8338269
8338270,IT,Consultant SAP FI-CO/PS (H/F),AFRICASHORE,N/A,2025-06-04,CDI - Freelance,Expérience entre 2 ans et 5 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/consultant-sap-fi-cops-hf-8338270
8338271,IT,Consultant SAP EHS (H/F),AFRICASHORE,N/A,2025-06-04,CDI - Freelance,Expérience entre 2 ans et 5 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/consultant-sap-ehs-hf-8338271
8338272,IT,Consultant SAP Senior (H/F),AFRICASHORE,N/A,2025-06-04,CDI - Freelance,Expérience entre 2 ans et 5 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/consultant-sap-senior-hf-8338272
8338273,IT,Consultant SAP MM/SD/EWM/PP/QM/CAR (H/F),AFRICASHORE,N/A,2025-06-04,CDI - Freelance,Expérience entre 2 ans et 5 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/consultant-sap-mmsdewmppqmcar-hf-8338273
8338274,IT,Lead Développeur Java JEE (H/F),AFRICASHORE,N/A,2025-06-04,CDI - Freelance,Expérience entre 5 ans et 10 ans,Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/lead-developpeur-java-jee-hf-8338274
8331784,IT,Développeur .Net,BOTTU,N/A,2025-06-04,CDI,Expérience entre 2 ans et 5 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/developpeur-net-8331784
8869542,IT,Investment Program Data and Reporting Assistant  - Casablanca,N/A,N/A,2025-06-04,"CDI, CDD & Stage","Etudiant, jeune diplômé & Débutant < 2 ans","Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/investment-program-data-reporting-assistant-casablanca-8869542
8897657,IT,Assistant de Production en Réception d´Appel Service Technique - Casablanca,TECTRA RECRUTEMENT MAROC,N/A,2025-06-04,CDI,Débutant < 2 ans,Bac,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/assistant-production-reception-appel-service-technique-casablanca-8897657
8898355,IT,Technicien IT - Rabat,TECTRA RABAT - KENITRA,N/A,2025-06-04,Intérim,Débutant < 2 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/technicien-it-rabat-8898355
7237448,IT,Contrôleur de Gestion - Marrakech,CAP AGRO,N/A,2025-05-31,CDI,Expérience entre 2 ans et 5 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/controleur-gestion-7237448
8893136,IT,Product Manager (Présentiel) - Rabat,AFRICAWORK,N/A,2025-05-31,CDI,Expérience entre 2 ans et 5 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/product-manager-presentiel-rabat-8893136
8893282,IT,Développeur Odoo et CRM - Casablanca,CALLIOPE,N/A,2025-05-31,CDI,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/developpeur-odoo-crm-casablanca-8893282
8893801,IT,Chef de Projet Odoo & CRM - Casablanca,CALLIOPE,N/A,2025-05-31,CDI,Expérience entre 2 ans et 5 ans et plus,Bac+4 & Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/chef-projet-odoo-crm-casablanca-8893801
8889141,IT,Développeur BI – Tableau / Python - Casablanca,VISION BUSINESS CONSULTING,N/A,2025-05-28,Freelance,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/developpeur-bi-tableau-python-casablanca-8889141
8889151,IT,Lead Data Engineer / Architecte Data (Freelance) - Casablanca,VISION BUSINESS CONSULTING,N/A,2025-05-28,Freelance,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/lead-data-engineer-architecte-data-freelance-casablanca-8889151
8884011,IT,Opérateur de Saisie  - Casablanca,GROUPE TECTRA,N/A,2025-05-24,Intérim,Expérience entre 2 ans et 5 ans,Bac+2,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/operateur-saisie-casablanca-8884011
8880057,IT,Technicien SI - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,N/A,2025-05-22,CDI,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Bac+2 & Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/technicien-si-casablanca-8880057
8408022,IT,Développeur ERP Finance - Rabat,N/A,N/A,2025-05-21,CDI,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+4 & Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/developpeur-erp-finance-rabat-8408022
8864606,IT,Commercial Sédentaire - Temara,ALUNIONPROFIL SYSTEME,N/A,2025-05-20,CDI,Expérience entre 2 ans et 5 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/commercial-sedentaire-temara-8864606
8872390,IT,Développeur Odoo - Casablanca,KARTNER INVEST,N/A,2025-05-17,CDI,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/developpeur-odoo-casablanca-8872390
8872255,IT,Product Owner Senior – Secteur Recrutement (Présentiel) - Rabat,AFRICAWORK,N/A,2025-05-16,CDI,Débutant < 2 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/product-owner-senior-secteur-recrutement-presentiel-rabat-8872255
8828019,IT,Technicien de Bâtiment - Bureau d´Études - Temara,ALUNIONPROFIL SYSTEME,N/A,2025-05-15,CDI,Expérience entre 2 ans et 5 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/technicien-batiment-bureau-etudes-temara-8828019
8853339,IT,Technicien Devis - Casablanca,SELHA MAROC,N/A,2025-05-15,CDI,Expérience entre 2 ans et 5 ans,Bac+2,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/technicien-methodes-devis-casablanca-8853339
8870649,IT,Développeur LARAVEL freelance - Travail à Distance,EMPLOI.MA,N/A,2025-05-15,Freelance,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,"Bac+2, Bac+3, Bac+4 - Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/developpeur-laravel-freelance-travail-distance-8870649
8870653,IT,Développeur DRUPAL freelance - Travail à Distance,EMPLOI.MA,N/A,2025-05-15,Freelance,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,"Bac+2, Bac+3, Bac+4 - Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/developpeur-drupal-freelance-travail-distance-8870653
8869134,IT,Stagiaire Technicien IT - Marrakech,BEINTERIM,N/A,2025-05-14,Stage,"Etudiant, jeune diplômé","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/stagiaire-technicien-it-marrakech-8869134
8867333,IT,Technicien IT  - Bouskoura,SEPALUMIC,N/A,2025-05-13,CDI,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/technicien-it-bouskoura-8867333
8864514,IT,Administrateur Systèmes et Sécurité H/F - Casablanca,N/A,N/A,2025-05-10,CDI,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Bac+2 & Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/administrateur-systemes-securite-hf-casablanca-8864514
8861772,IT,Responsable SI  - Mohammedia,BEINTERIM,N/A,2025-05-08,CDI,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/responsable-si-mohammedia-8861772
8862026,IT,Technicien IT - Casablanca,TECTRA AGENCE AIN SBAA,N/A,2025-05-08,Intérim,Débutant < 2 ans,Bac+2,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/technicien-it-casablanca-8862026
8856413,IT,Consultant Technico Fonctionnel Odoo  - Casablanca,KARTNER INVEST,N/A,2025-05-06,CDI,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/consultant-technico-fonctionnel-odoo-casablanca-8856413
8030490,IT,Chargé Développement SI (Développeur .NET),BOTTU,N/A,2025-05-02,CDI,Expérience entre 2 ans et 5 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/charge-developpement-si-developpeur-net-8030490
8851768,IT,Technicien Help Desk  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,N/A,2025-05-01,CDI,Expérience entre 2 ans et 5 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/technicien-help-desk-casablanca-8851768
